doc_id,title,article_chars,sentence_count,top_k,summary_chars,selected_indices,summary_text,has_reference,source,rouge1_f,rouge2_f,rougeL_f
95,Hà_Nam : Khởi_tố nhóm đối_tượng cố_ý gây thương_tích,1564,12,5,803,"[0, 1, 3, 6, 9]","Ngày 25/8 , Công_an huyện Lý Nhân , tỉnh Hà_Nam đã khởi tố vụ án , khởi tố bị can , tạm giam 5 đối tượng gồm : Ngô_Thanh Bình , Ngô Thành Tâm , Trần Văn_Dân ( cùng trú ở huyện Lý Nhân ) và Nguyễn Văn Việt ( trú ở huyện Mỹ Lộc , tỉnh Nam Định ) cùng Nguyễn Anh Tú ( trú ở phường Trần Hưng Đạo , TP. Nam Định ) về tội Cố ý gây thương tích . Trước đó , vào ngày 6/8 , Nguyễn_Văn_Việt đã nhờ Ngô_Thành_Tâm và Ngô_Thanh_Bình đi đến nhà ông Trần_Văn_A. ( SN 1971 , trú ở xã Phú_Phúc , huyện Lý_Nhân ) để đòi nợ . Sau 1 hồi nói_chuyện , hai bên xảy ra mâu_thuẫn dẫn đến cãi_vã . Sự_việc nhanh_chóng được người_dân báo lên cơ_quan công_an . Được biết , đối_tượng Nguyễn_Văn_Việt có tiền_án về tội Giết người và Nguyễn_Anh_Tú có tiền_án về tội Cưỡng_đoạt tài_sản , Cướp tài_sản và Mua_bán trái_phép chất ma_tuý .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.2169491525423729,0.12286689419795221,0.14915254237288136
96,"Công_an TP. HCM nhắc người_dân cảnh_giác sau khi phá nhiều chuyên_án ma_tuý "" khủng """,1717,13,2,211,"[5, 8]","Chúng nguỵ_trang ma_tuý bằng cách đóng_gói bao_bì các loại trà , cà_phê , hạt nhựa , block linh_kiện điện_tử , bỏ vào loa thùng ... Đây có_thể là khu_vực kín_đáo , hoặc chúng sẽ tiến_hành che_chắn sau khi thuê .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5714285714285715,0.1272727272727273,0.26785714285714285
96,"Công_an TP. HCM nhắc người_dân cảnh_giác sau khi phá nhiều chuyên_án ma_tuý "" khủng """,1717,13,3,299,"[4, 5, 8]","Chúng thường chỉ nhập_cảnh vào Việt_Nam vài_ba lần thăm_dò , rồi thực_hiện vận_chuyển . Chúng nguỵ_trang ma_tuý bằng cách đóng_gói bao_bì các loại trà , cà_phê , hạt nhựa , block linh_kiện điện_tử , bỏ vào loa thùng ... Đây có_thể là khu_vực kín_đáo , hoặc chúng sẽ tiến_hành che_chắn sau khi thuê .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5416666666666666,0.16901408450704228,0.25
96,"Công_an TP. HCM nhắc người_dân cảnh_giác sau khi phá nhiều chuyên_án ma_tuý "" khủng """,1717,13,4,595,"[4, 5, 8, 9]","Chúng thường chỉ nhập_cảnh vào Việt_Nam vài_ba lần thăm_dò , rồi thực_hiện vận_chuyển . Chúng nguỵ_trang ma_tuý bằng cách đóng_gói bao_bì các loại trà , cà_phê , hạt nhựa , block linh_kiện điện_tử , bỏ vào loa thùng ... Đây có_thể là khu_vực kín_đáo , hoặc chúng sẽ tiến_hành che_chắn sau khi thuê . Cơ_quan công_an đề_nghị người_dân TP. HCM , nhất_là người có kho_bãi , nhà_xưởng cho thuê , các doanh_nghiệp kinh_doanh vận_tải , xuất_nhập_khẩu , công_nhân lao_động trong khu_vực cần biết và cảnh_giác với tội_phạm buôn_bán ma_tuý để kịp_thời phát_hiện giúp lực_lượng công_an ngăn_chặn , xử_lý .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3817427385892116,0.2175732217573222,0.23236514522821577
96,"Công_an TP. HCM nhắc người_dân cảnh_giác sau khi phá nhiều chuyên_án ma_tuý "" khủng """,1717,13,5,707,"[4, 5, 8, 9, 11]","Chúng thường chỉ nhập_cảnh vào Việt_Nam vài_ba lần thăm_dò , rồi thực_hiện vận_chuyển . Chúng nguỵ_trang ma_tuý bằng cách đóng_gói bao_bì các loại trà , cà_phê , hạt nhựa , block linh_kiện điện_tử , bỏ vào loa thùng ... Đây có_thể là khu_vực kín_đáo , hoặc chúng sẽ tiến_hành che_chắn sau khi thuê . Cơ_quan công_an đề_nghị người_dân TP. HCM , nhất_là người có kho_bãi , nhà_xưởng cho thuê , các doanh_nghiệp kinh_doanh vận_tải , xuất_nhập_khẩu , công_nhân lao_động trong khu_vực cần biết và cảnh_giác với tội_phạm buôn_bán ma_tuý để kịp_thời phát_hiện giúp lực_lượng công_an ngăn_chặn , xử_lý . Công_an cũng khuyến_cáo , người_dân tuyệt_đối không nên tự tiêu_huỷ tang_vật nghi ma_tuý mà không báo công_an .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3297491039426523,0.20216606498194947,0.22939068100358426
97,"4 ngày kiểm_tra , CSGT phát_hiện hơn 20 tài_xế dương_tính với ma_tuý",2223,18,2,174,"[8, 16]","Theo Vietnamnet , thời_gian qua , liên_tiếp xảy ra 2 vụ tai_nạn giao_thông đặc_biệt nghiêm_trọng làm nhiều người chết do tài_xế sử_dụng ma_tuý gây ra . ( Ảnh : Phương_Sơn ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5842696629213483,0.13793103448275865,0.3146067415730337
97,"4 ngày kiểm_tra , CSGT phát_hiện hơn 20 tài_xế dương_tính với ma_tuý",2223,18,3,330,"[8, 9, 16]","Theo Vietnamnet , thời_gian qua , liên_tiếp xảy ra 2 vụ tai_nạn giao_thông đặc_biệt nghiêm_trọng làm nhiều người chết do tài_xế sử_dụng ma_tuý gây ra . Ngay sau đó , PC08 đã tổ_chức ra_quân kiểm_tra nồng_độ cồn , chất kích_thích đối_với tài_xế xe_tải nặng , container ra vào cửa_ngõ TP HCM , cảng hàng_hoá . ( Ảnh : Phương_Sơn ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4852941176470588,0.1791044776119403,0.23529411764705882
97,"4 ngày kiểm_tra , CSGT phát_hiện hơn 20 tài_xế dương_tính với ma_tuý",2223,18,4,481,"[7, 8, 9, 16]","Theo quy_định hiện_hành , tài_xế dương_tính với ma_tuý sẽ bị đình_chỉ , tước giấy_phép lái_xe từ 22 tháng đến 24 tháng và tạm giữ phương_tiện 7 ngày . Theo Vietnamnet , thời_gian qua , liên_tiếp xảy ra 2 vụ tai_nạn giao_thông đặc_biệt nghiêm_trọng làm nhiều người chết do tài_xế sử_dụng ma_tuý gây ra . Ngay sau đó , PC08 đã tổ_chức ra_quân kiểm_tra nồng_độ cồn , chất kích_thích đối_với tài_xế xe_tải nặng , container ra vào cửa_ngõ TP HCM , cảng hàng_hoá . ( Ảnh : Phương_Sơn ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.37634408602150543,0.21739130434782605,0.17204301075268816
97,"4 ngày kiểm_tra , CSGT phát_hiện hơn 20 tài_xế dương_tính với ma_tuý",2223,18,5,503,"[7, 8, 9, 12, 16]","Theo quy_định hiện_hành , tài_xế dương_tính với ma_tuý sẽ bị đình_chỉ , tước giấy_phép lái_xe từ 22 tháng đến 24 tháng và tạm giữ phương_tiện 7 ngày . Theo Vietnamnet , thời_gian qua , liên_tiếp xảy ra 2 vụ tai_nạn giao_thông đặc_biệt nghiêm_trọng làm nhiều người chết do tài_xế sử_dụng ma_tuý gây ra . Ngay sau đó , PC08 đã tổ_chức ra_quân kiểm_tra nồng_độ cồn , chất kích_thích đối_với tài_xế xe_tải nặng , container ra vào cửa_ngõ TP HCM , cảng hàng_hoá . ( Ảnh : Vnexpress ) . ( Ảnh : Phương_Sơn ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3723404255319149,0.21505376344086022,0.1702127659574468
98,"Khởi_tố băng_nhóm Hải_Phòng giăng bẫy phụ_nữ đơn_thân vay lãi_suất "" cắt_cổ """,1330,13,2,315,"[2, 6]","Họ nhắm vào phụ_nữ hành_nghề buôn_bán , đơn_thân nuôi con nhỏ , hoàn_cảnh khó_khăn để dễ_dàng bắt_nạt , ép nợ , siết nợ … Trong các tờ_rơi quảng_cáo họ đưa ra những lời hứa khiến người vay tưởng_chừng tiền vay ít , dễ trả lại . Mỗi ngày , Đức và Công yêu_cầu đàn_em đi thu mỗi con_nợ trả_góp khoảng 200 nghìn đồng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5568181818181818,0.1149425287356322,0.27272727272727276
98,"Khởi_tố băng_nhóm Hải_Phòng giăng bẫy phụ_nữ đơn_thân vay lãi_suất "" cắt_cổ """,1330,13,3,433,"[2, 6, 9]","Họ nhắm vào phụ_nữ hành_nghề buôn_bán , đơn_thân nuôi con nhỏ , hoàn_cảnh khó_khăn để dễ_dàng bắt_nạt , ép nợ , siết nợ … Trong các tờ_rơi quảng_cáo họ đưa ra những lời hứa khiến người vay tưởng_chừng tiền vay ít , dễ trả lại . Mỗi ngày , Đức và Công yêu_cầu đàn_em đi thu mỗi con_nợ trả_góp khoảng 200 nghìn đồng . Các đối_tượng ngoan_cố , quá_trình điều_tra gặp nhiều khó_khăn nên 2 tháng sau , công_an gia_hạn thời_gian điều_tra .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4672897196261682,0.13207547169811323,0.25233644859813087
98,"Khởi_tố băng_nhóm Hải_Phòng giăng bẫy phụ_nữ đơn_thân vay lãi_suất "" cắt_cổ """,1330,13,4,556,"[2, 6, 9, 11]","Họ nhắm vào phụ_nữ hành_nghề buôn_bán , đơn_thân nuôi con nhỏ , hoàn_cảnh khó_khăn để dễ_dàng bắt_nạt , ép nợ , siết nợ … Trong các tờ_rơi quảng_cáo họ đưa ra những lời hứa khiến người vay tưởng_chừng tiền vay ít , dễ trả lại . Mỗi ngày , Đức và Công yêu_cầu đàn_em đi thu mỗi con_nợ trả_góp khoảng 200 nghìn đồng . Các đối_tượng ngoan_cố , quá_trình điều_tra gặp nhiều khó_khăn nên 2 tháng sau , công_an gia_hạn thời_gian điều_tra . Hiện , có 32 nạn_nhân trình_báo , chủ_yếu là phụ_nữ đơn_thân , người nghèo mắc bẫy với tiền lãi đã trả gần 84 triệu đồng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.39843750000000006,0.11811023622047244,0.2421875
98,"Khởi_tố băng_nhóm Hải_Phòng giăng bẫy phụ_nữ đơn_thân vay lãi_suất "" cắt_cổ """,1330,13,5,727,"[2, 6, 8, 9, 11]","Họ nhắm vào phụ_nữ hành_nghề buôn_bán , đơn_thân nuôi con nhỏ , hoàn_cảnh khó_khăn để dễ_dàng bắt_nạt , ép nợ , siết nợ … Trong các tờ_rơi quảng_cáo họ đưa ra những lời hứa khiến người vay tưởng_chừng tiền vay ít , dễ trả lại . Mỗi ngày , Đức và Công yêu_cầu đàn_em đi thu mỗi con_nợ trả_góp khoảng 200 nghìn đồng . Tháng 8/2018 , sau khi củng_cố hồ_sơ , Công_an quận Liên_Chiểu đã tiến_hành kiểm_tra , thu_giữ nhiều giấy_tờ thể_hiện hoạt_động cho vay nặng_lãi cùng nhiều máy_tính bàn . Các đối_tượng ngoan_cố , quá_trình điều_tra gặp nhiều khó_khăn nên 2 tháng sau , công_an gia_hạn thời_gian điều_tra . Hiện , có 32 nạn_nhân trình_báo , chủ_yếu là phụ_nữ đơn_thân , người nghèo mắc bẫy với tiền lãi đã trả gần 84 triệu đồng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.35256410256410253,0.16129032258064516,0.21153846153846156
99,Mang súng tự chế đi đòi nợ thanh_niên bị đánh bầm dập,1457,14,2,289,"[0, 9]","Chiều 20/7 , thông_tin từ cơ_quan CSĐT Công_an thị_xã Gia_Nghĩa , tỉnh Đắk_Nông cho biết , đơn_vị này đã ra quyết_định khởi_tố vụ án , khởi_tố bị_can và bắt tạm giam 6 đối_tượng để điều_tra về hành_vi cố_ý gây thương_tích . Trong lúc 2 bên đang hỗn_chiến thì bị lực_lượng công_an bắt_giữ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3969465648854961,0.06201550387596899,0.22900763358778628
99,Mang súng tự chế đi đòi nợ thanh_niên bị đánh bầm dập,1457,14,3,361,"[0, 9, 10]","Chiều 20/7 , thông_tin từ cơ_quan CSĐT Công_an thị_xã Gia_Nghĩa , tỉnh Đắk_Nông cho biết , đơn_vị này đã ra quyết_định khởi_tố vụ án , khởi_tố bị_can và bắt tạm giam 6 đối_tượng để điều_tra về hành_vi cố_ý gây thương_tích . Trong lúc 2 bên đang hỗn_chiến thì bị lực_lượng công_an bắt_giữ . Vụ hỗn_chiến khiến Tâm bị đánh đa chấn_thương phải nhập_viện điều_trị .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3974358974358974,0.16883116883116883,0.2820512820512821
99,Mang súng tự chế đi đòi nợ thanh_niên bị đánh bầm dập,1457,14,4,567,"[0, 2, 9, 10]","Chiều 20/7 , thông_tin từ cơ_quan CSĐT Công_an thị_xã Gia_Nghĩa , tỉnh Đắk_Nông cho biết , đơn_vị này đã ra quyết_định khởi_tố vụ án , khởi_tố bị_can và bắt tạm giam 6 đối_tượng để điều_tra về hành_vi cố_ý gây thương_tích . Theo thông_tin ban_đầu , ngày 5/7 , Lê_Văn_Tâm và Phạm_Văn_Hậu ( cùng ngụ huyện Đắk_Song , tỉnh Đắk_Nông ) đến nhà Dũng đòi số tiền 1 triệu đồng mà con_trai của đối_tượng này đã vay_mượn của Tâm trước đó . Trong lúc 2 bên đang hỗn_chiến thì bị lực_lượng công_an bắt_giữ . Vụ hỗn_chiến khiến Tâm bị đánh đa chấn_thương phải nhập_viện điều_trị .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.2986425339366516,0.16438356164383564,0.21719457013574658
99,Mang súng tự chế đi đòi nợ thanh_niên bị đánh bầm dập,1457,14,5,718,"[0, 2, 9, 10, 11]","Chiều 20/7 , thông_tin từ cơ_quan CSĐT Công_an thị_xã Gia_Nghĩa , tỉnh Đắk_Nông cho biết , đơn_vị này đã ra quyết_định khởi_tố vụ án , khởi_tố bị_can và bắt tạm giam 6 đối_tượng để điều_tra về hành_vi cố_ý gây thương_tích . Theo thông_tin ban_đầu , ngày 5/7 , Lê_Văn_Tâm và Phạm_Văn_Hậu ( cùng ngụ huyện Đắk_Song , tỉnh Đắk_Nông ) đến nhà Dũng đòi số tiền 1 triệu đồng mà con_trai của đối_tượng này đã vay_mượn của Tâm trước đó . Trong lúc 2 bên đang hỗn_chiến thì bị lực_lượng công_an bắt_giữ . Vụ hỗn_chiến khiến Tâm bị đánh đa chấn_thương phải nhập_viện điều_trị . Khám_xét nơi ở của Tâm , cơ_quan công_an thu_giữ 3 khẩu súng tự chế , gần 100 viên đạn chì các loại , cùng nhiều công_cụ dùng để chế_tạo súng tự chế .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.24264705882352944,0.14074074074074072,0.19117647058823528
100,Hoàng_Công_Lương sẽ tiếp_tục hành_nghề sau khi chấp_hành xong hình_phạt tù ?,2396,13,2,433,"[0, 9]","TAND tỉnh Hoà_Bình vừa tuyên_phạt bác_sĩ Hoàng_Công_Lương ( SN 1986 ) , bác_sĩ khoa Hồi_sức tích_cực , nay là viên_chức phòng Công_nghệ_thông_tin , BVĐK tỉnh Hoà_Bình 30 tháng tù về tội Vô_ý làm chết người . Hồ_sơ này bao_gồm đơn đề_nghị cấp chứng_chỉ hành_nghề , bản_sao văn_bằng hoặc giấy chứng_nhận trình_độ chuyên_môn , văn_bản xác_nhận quá_trình thực_hành , giấy chứng_nhận đủ sức_khoẻ để hành_nghề , phiếu lý_lịch tư_pháp … "" .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.507177033492823,0.22222222222222218,0.3157894736842105
100,Hoàng_Công_Lương sẽ tiếp_tục hành_nghề sau khi chấp_hành xong hình_phạt tù ?,2396,13,3,452,"[0, 9, 10]","TAND tỉnh Hoà_Bình vừa tuyên_phạt bác_sĩ Hoàng_Công_Lương ( SN 1986 ) , bác_sĩ khoa Hồi_sức tích_cực , nay là viên_chức phòng Công_nghệ_thông_tin , BVĐK tỉnh Hoà_Bình 30 tháng tù về tội Vô_ý làm chết người . Hồ_sơ này bao_gồm đơn đề_nghị cấp chứng_chỉ hành_nghề , bản_sao văn_bằng hoặc giấy chứng_nhận trình_độ chuyên_môn , văn_bản xác_nhận quá_trình thực_hành , giấy chứng_nhận đủ sức_khoẻ để hành_nghề , phiếu lý_lịch tư_pháp … "" . luật_sư Bình nói .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.49074074074074076,0.2149532710280374,0.3055555555555556
100,Hoàng_Công_Lương sẽ tiếp_tục hành_nghề sau khi chấp_hành xong hình_phạt tù ?,2396,13,4,746,"[0, 4, 9, 10]","TAND tỉnh Hoà_Bình vừa tuyên_phạt bác_sĩ Hoàng_Công_Lương ( SN 1986 ) , bác_sĩ khoa Hồi_sức tích_cực , nay là viên_chức phòng Công_nghệ_thông_tin , BVĐK tỉnh Hoà_Bình 30 tháng tù về tội Vô_ý làm chết người . Việc áp_dụng hình_phạt bổ_sung này nhằm tăng_cường hiệu_quả của hình_phạt chính đã áp_dụng đối_với người bị kết_án , củng_cố hiệu_quả của hình_phạt chính đó bằng cách tước bỏ môi_trường ( cương_vị công_tác , lĩnh_vực hành_nghề … ) có_thể tạo điều_kiện cho người phạm_tội dễ_dàng phạm_tội lại . Hồ_sơ này bao_gồm đơn đề_nghị cấp chứng_chỉ hành_nghề , bản_sao văn_bằng hoặc giấy chứng_nhận trình_độ chuyên_môn , văn_bản xác_nhận quá_trình thực_hành , giấy chứng_nhận đủ sức_khoẻ để hành_nghề , phiếu lý_lịch tư_pháp … "" . luật_sư Bình nói .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3551401869158879,0.18808777429467086,0.24922118380062305
100,Hoàng_Công_Lương sẽ tiếp_tục hành_nghề sau khi chấp_hành xong hình_phạt tù ?,2396,13,5,811,"[0, 4, 5, 9, 10]","TAND tỉnh Hoà_Bình vừa tuyên_phạt bác_sĩ Hoàng_Công_Lương ( SN 1986 ) , bác_sĩ khoa Hồi_sức tích_cực , nay là viên_chức phòng Công_nghệ_thông_tin , BVĐK tỉnh Hoà_Bình 30 tháng tù về tội Vô_ý làm chết người . Việc áp_dụng hình_phạt bổ_sung này nhằm tăng_cường hiệu_quả của hình_phạt chính đã áp_dụng đối_với người bị kết_án , củng_cố hiệu_quả của hình_phạt chính đó bằng cách tước bỏ môi_trường ( cương_vị công_tác , lĩnh_vực hành_nghề … ) có_thể tạo điều_kiện cho người phạm_tội dễ_dàng phạm_tội lại . Luật_sư Bình cho_biết : Thời_hạn cấm là từ một năm đến năm năm . Hồ_sơ này bao_gồm đơn đề_nghị cấp chứng_chỉ hành_nghề , bản_sao văn_bằng hoặc giấy chứng_nhận trình_độ chuyên_môn , văn_bản xác_nhận quá_trình thực_hành , giấy chứng_nhận đủ sức_khoẻ để hành_nghề , phiếu lý_lịch tư_pháp … "" . luật_sư Bình nói .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3294797687861271,0.18023255813953487,0.23699421965317918
101,"6 tháng đầu năm , thu_hồi , kê_biên gần 3.800 tỷ đồng án kinh_tế , tham_nhũng",2093,18,2,491,"[7, 15]","Tổng thu_hồi , tạm giữ , kê_biên tài_sản là 3. đảm_bảo tiến_độ điều_tra các vụ án , nhất_là các vụ án , vụ_việc thuộc diện Ban Chỉ_đạo Trung_ương về phòng , chống tham_nhũng theo_dõi , chỉ_đạo ; được Tổng_Bí_thư Nguyễn_Phú_Trọng , Trưởng_Ban Chỉ_đạo ghi_nhận , đánh_giá cơ_bản các vụ án , vụ_việc được xử_lý theo đúng kế_hoạch , tiến_độ , chất_lượng , có những việc vượt yêu_cầu , tạo khí_thế lan_toả , được dư_luận , nhân_dân đồng_tình , đánh_giá cao tại phiên họp Thường_trực Ban Chỉ_đạo .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4215686274509804,0.21782178217821785,0.23529411764705885
101,"6 tháng đầu năm , thu_hồi , kê_biên gần 3.800 tỷ đồng án kinh_tế , tham_nhũng",2093,18,3,842,"[7, 12, 15]","Tổng thu_hồi , tạm giữ , kê_biên tài_sản là 3. 6 tháng đầu năm , cục Cảnh_sát kinh_tế đã khởi_tố nhiều vụ án lớn tại các địa_bàn , lĩnh_vực trọng_điểm như vụ Nguyễn_Ngọc_Sự , nguyên Chủ_tịch HĐTV tập_đoàn Công_nghiệp tàu_thuỷ Việt_Nam ( Vinashin ) về hành_vi lạm_dụng chức_vụ , quyền_hạn , chỉ_đạo cán_bộ gửi tiền vào ngân_hàng Đại_Dương , trục_lợi 105,5 tỷ đồng_tiền chi ngoài hợp_đồng tiền gửi . đảm_bảo tiến_độ điều_tra các vụ án , nhất_là các vụ án , vụ_việc thuộc diện Ban Chỉ_đạo Trung_ương về phòng , chống tham_nhũng theo_dõi , chỉ_đạo ; được Tổng_Bí_thư Nguyễn_Phú_Trọng , Trưởng_Ban Chỉ_đạo ghi_nhận , đánh_giá cơ_bản các vụ án , vụ_việc được xử_lý theo đúng kế_hoạch , tiến_độ , chất_lượng , có những việc vượt yêu_cầu , tạo khí_thế lan_toả , được dư_luận , nhân_dân đồng_tình , đánh_giá cao tại phiên họp Thường_trực Ban Chỉ_đạo .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.2962962962962963,0.1925465838509317,0.20987654320987653
101,"6 tháng đầu năm , thu_hồi , kê_biên gần 3.800 tỷ đồng án kinh_tế , tham_nhũng",2093,18,4,1146,"[7, 12, 13, 15]","Tổng thu_hồi , tạm giữ , kê_biên tài_sản là 3. 6 tháng đầu năm , cục Cảnh_sát kinh_tế đã khởi_tố nhiều vụ án lớn tại các địa_bàn , lĩnh_vực trọng_điểm như vụ Nguyễn_Ngọc_Sự , nguyên Chủ_tịch HĐTV tập_đoàn Công_nghiệp tàu_thuỷ Việt_Nam ( Vinashin ) về hành_vi lạm_dụng chức_vụ , quyền_hạn , chỉ_đạo cán_bộ gửi tiền vào ngân_hàng Đại_Dương , trục_lợi 105,5 tỷ đồng_tiền chi ngoài hợp_đồng tiền gửi . Cục Cảnh_sát Kinh_tế cũng đã xây_dựng kế_hoạch , lộ_trình điều_tra hợp_lý , khoa_học để làm rõ nhiều vụ án kinh_tế , tham_nhũng xảy ra đã lâu , rất phức_tạp với số_lượng lớn bị_can , với nhiều hành_vi phạm_tội , nhiều đối_tượng có liên_quan , hàng trăm bị hại cần ghi lời khai ở nhiều tỉnh , thành_phố . đảm_bảo tiến_độ điều_tra các vụ án , nhất_là các vụ án , vụ_việc thuộc diện Ban Chỉ_đạo Trung_ương về phòng , chống tham_nhũng theo_dõi , chỉ_đạo ; được Tổng_Bí_thư Nguyễn_Phú_Trọng , Trưởng_Ban Chỉ_đạo ghi_nhận , đánh_giá cơ_bản các vụ án , vụ_việc được xử_lý theo đúng kế_hoạch , tiến_độ , chất_lượng , có những việc vượt yêu_cầu , tạo khí_thế lan_toả , được dư_luận , nhân_dân đồng_tình , đánh_giá cao tại phiên họp Thường_trực Ban Chỉ_đạo .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.23529411764705882,0.1702127659574468,0.18352941176470589
101,"6 tháng đầu năm , thu_hồi , kê_biên gần 3.800 tỷ đồng án kinh_tế , tham_nhũng",2093,18,5,1235,"[7, 12, 13, 14, 15]","Tổng thu_hồi , tạm giữ , kê_biên tài_sản là 3. 6 tháng đầu năm , cục Cảnh_sát kinh_tế đã khởi_tố nhiều vụ án lớn tại các địa_bàn , lĩnh_vực trọng_điểm như vụ Nguyễn_Ngọc_Sự , nguyên Chủ_tịch HĐTV tập_đoàn Công_nghiệp tàu_thuỷ Việt_Nam ( Vinashin ) về hành_vi lạm_dụng chức_vụ , quyền_hạn , chỉ_đạo cán_bộ gửi tiền vào ngân_hàng Đại_Dương , trục_lợi 105,5 tỷ đồng_tiền chi ngoài hợp_đồng tiền gửi . Cục Cảnh_sát Kinh_tế cũng đã xây_dựng kế_hoạch , lộ_trình điều_tra hợp_lý , khoa_học để làm rõ nhiều vụ án kinh_tế , tham_nhũng xảy ra đã lâu , rất phức_tạp với số_lượng lớn bị_can , với nhiều hành_vi phạm_tội , nhiều đối_tượng có liên_quan , hàng trăm bị hại cần ghi lời khai ở nhiều tỉnh , thành_phố . Cục đã chủ_động và phối_hợp tốt với cơ_quan tư_pháp , nội_chính và cơ_quan giám_định ... đảm_bảo tiến_độ điều_tra các vụ án , nhất_là các vụ án , vụ_việc thuộc diện Ban Chỉ_đạo Trung_ương về phòng , chống tham_nhũng theo_dõi , chỉ_đạo ; được Tổng_Bí_thư Nguyễn_Phú_Trọng , Trưởng_Ban Chỉ_đạo ghi_nhận , đánh_giá cơ_bản các vụ án , vụ_việc được xử_lý theo đúng kế_hoạch , tiến_độ , chất_lượng , có những việc vượt yêu_cầu , tạo khí_thế lan_toả , được dư_luận , nhân_dân đồng_tình , đánh_giá cao tại phiên họp Thường_trực Ban Chỉ_đạo .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.22075055187637965,0.15964523281596452,0.17660044150110377
102,Ông Phan_Văn_Vĩnh vẫn quyết dự toà dù đột_ngột ngã quỵ tại bệnh_viện,1978,16,2,193,"[9, 15]","Do đang điều_trị bệnh nên dự_kiến sát ngày bắt_đầu phiên_toà sơ_thẩm , cựu Tổng_cục_trưởng Tổng_cục Cảnh_sát Bộ Công_an mới quay lại trại tạm giam . Mộc_Miên ( Tổng_hợp ) Bị_cáo Phan_Văn_Vĩnh .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5299145299145298,0.15652173913043477,0.29059829059829057
102,Ông Phan_Văn_Vĩnh vẫn quyết dự toà dù đột_ngột ngã quỵ tại bệnh_viện,1978,16,3,278,"[1, 9, 15]","Theo lời luật_sư Tâm , sau khi được các bác_sĩ sơ_cứu , cho uống thuốc , thử máu ... Do đang điều_trị bệnh nên dự_kiến sát ngày bắt_đầu phiên_toà sơ_thẩm , cựu Tổng_cục_trưởng Tổng_cục Cảnh_sát Bộ Công_an mới quay lại trại tạm giam . Mộc_Miên ( Tổng_hợp ) Bị_cáo Phan_Văn_Vĩnh .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4444444444444445,0.1267605633802817,0.26388888888888895
